Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
810,5,0.4000,4.000,103.0,0.03419,0.988407,"YIL069C YOR328W YKR042W YBR148W YBL111C"
811,5,0.4000,4.000,57.00,0.05634,0.953803,"YPL281C YPL150W YNL211C YLR285W YIL057C"
812,5,0.4000,4.000,43.00,0.07018,0.979696,"YNL273W YHR134W YMR095C YGR213C YPR037C"
813,5,0.4000,4.000,43.00,0.07018,0.993551,"YBR103W YDL112W YJR141W YGR296W YEL064C"
814,5,0.4000,4.000,38.00,0.07692,0.996093,"YJL011C YDL110C YGR057C YKL015W YGL096W"
815,5,0.4000,4.000,98.00,0.03571,0.981299,"YGR218W YMR180C YJR061W YNL196C YEL066W"
816,5,0.4000,4.000,72.00,0.04651,0.860179,"YOL016C YIL167W YER119C YKL149C YBR220C"
817,5,0.4000,4.000,33.00,0.08511,0.953803,"YLL023C YIL023C YLL015W YNR026C YLL056C"
818,5,0.4000,4.000,63.00,0.05195,0.944194,"YIL094C YHR138C YGR080W YGR068C YPR061C"
819,5,0.4000,4.000,34.00,0.08333,0.748094,"YOR163W YNL172W YBR046C YDL169C YGR131W"
820,5,0.4000,4.000,38.00,0.07692,0.984701,"YJR152W YIL027C YBR004C YDR380W YCR040W"
821,5,0.4000,4.000,84.00,0.04082,0.977546,"YJR010C-A YNR021W YBR291C YDR506C YOR193W"
822,14,0.4066,37.00,135.0,0.1850,0.991813,"YDL190C YBR170C YKL213C YIL030C YBR201W YER057C YGR048W YKL020C YDR411C YDR049W YML013W YFL044C YLR207W YPL236C"
823,4,0.5000,3.000,22.00,0.09091,0.991376,"YKL113C YOR144C YML061C YBR098W"
824,5,0.4000,4.000,48.00,0.06452,0.995031,"YLR456W YIR009W YNL036W YKR084C YOR011W"
825,123,0.4005,3005,3960,0.4167,0.00000,"YLR448W YLR075W YNL110C YNR053C YGL103W YKL172W YHR203C YNL301C YOR096W YDR412W YPR143W YBL027W YHR085W YLR009W YNL061W YCR072C YPR016C YGR034W YOL041C YGL135W YMR290C YFR031C-A YIL133C YJL177W YLR002C YER006W YBR031W YKL180W YDL031W YFL002C YDR012W YMR194W YPL131W YBR142W YDR060W YOR206W YGL076C YNL178W YER074W YCR031C YLR340W YKR081C YGL030W YNL182C YER126C YJL190C YPL211W YNL230C YHR052W YLR029C YLL045C YOR005C YGR103W YDL136W YML063W YDL191W YDR064W YHR066W YKL021C YDR418W YDR101C YLL008W YBR181C YPL093W YNL175C YHL033C YOL127W YHR010W YDL082W YJR123W YDR447C YHL001W YKL009W YBL087C YML073C YMR049C YLL034C YNL069C YDR087C YHR197W YLR449W YCL054W YMR242C YOL120C YDL075W YGL147C YGR085C YKL014C YPL198W YLR441C YOR267C YPL043W YER002W YMR142C YOR063W YLR325C YHR141C YOL077C YDR471W YPL143W YJL122W YHR088W YIL018W YDL083C YPL220W YLR276C YNL002C YFR001W YKR024C YLR074C YOR312C YDR496C YGL099W YBL092W YLR106C YGL111W YOR272W YKL082C YDR382W YAL025C YPL249C-A YPL009C YGR245C"
826,5,0.4000,4.000,312.0,0.01227,0.256206,"YKL049C YHR214C-B YGR038C-B YDR261C-D YDR098C-B"
827,5,0.4000,4.000,94.00,0.03704,0.585594,"YBR059C YJR111C YLR392C YMR222C YPL223C"
828,5,0.4000,4.000,27.00,0.09756,0.994912,"YMR297W YOR137C YNL009W YLR178C YHR146W"
829,7,0.4286,9.000,123.0,0.06164,0.946849,"YKL129C YMR109W YOR247W YGL242C YIL092W YKR069W YNR059W"
830,5,0.4000,4.000,68.00,0.04878,0.941238,"YBL085W YKL218C YOL019W YMR244W YBR003W"
831,4,0.5000,3.000,7.000,0.1667,0.747507,"YIL169C YOR334W YPL060W YPR151C"
832,5,0.4000,4.000,69.00,0.04819,0.991847,"YLL034C YBR158W YLR035C-A YOL136C YDL138W"
833,6,0.4000,6.000,81.00,0.06061,0.964554,"YGR091W YHR034C YKL170W YPL193W YJR055W YLR323C"
834,5,0.4000,4.000,31.00,0.08889,0.990567,"YOR347C YOL126C YIL108W YLR300W YNL254C"
835,5,0.4000,4.000,68.00,0.04878,0.941238,"YBL085W YBR238C YOL019W YMR244W YBR003W"
836,6,0.4000,6.000,64.00,0.07317,0.996423,"YKL085W YOR323C YCR079W YNR001C YCR005C YGL163C"
837,5,0.4000,4.000,312.0,0.01227,0.256206,"YKL049C YGR038C-B YML045W YDR261C-D YDR098C-B"
838,5,0.4000,4.000,72.00,0.04651,0.860179,"YOL016C YER119C YLR307W YKL149C YBR220C"
839,5,0.4000,4.000,70.00,0.04762,0.997090,"YLR132C YDR482C YNL286W YOR148C YGL028C"
840,6,0.4000,6.000,47.00,0.09231,0.974978,"YMR021C YIR006C YOR111W YDL161W YOL101C YJR039W"
841,5,0.4000,4.000,145.0,0.02516,0.880342,"YGL158W YLL057C YAL068C YGL231C YOR044W"
842,5,0.4000,4.000,95.00,0.03670,0.975308,"YDR365W-B YDR130C YIL002W-A YOL080C YDR210C-D"
843,5,0.4000,4.000,377.0,0.01023,0.779657,"YNR051C YCL064C YPR158W-B YDR415C YDR321W"
844,5,0.4000,4.000,216.0,0.01739,0.544510,"YJR059W YIL073C YHR153C YBR074W YAL039C"
845,7,0.4286,9.000,151.0,0.05172,0.913523,"YBR290W YLR004C YPL076W YGL051W YNL300W YJL062W YDR437W"
846,5,0.4000,4.000,52.00,0.06061,0.880342,"YDL025C YDL183C YAL049C YGR016W YJR129C"
847,5,0.4000,4.000,347.0,0.01108,0.256206,"YHR037W YPL240C YDL244W YIL014W YHR176W"
848,5,0.4000,4.000,45.00,0.06780,0.977546,"YLR350W YNL190W YLL031C YER019W YLR110C"
849,6,0.4000,6.000,50.00,0.08824,0.946895,"YOR005C YGL146C YLR265C YGL090W YGR207C YDR198C"
850,5,0.4000,4.000,40.00,0.07407,0.990378,"YHL003C YJR040W YOR092W YOR223W YMR298W"
851,5,0.4000,4.000,67.00,0.04938,0.984157,"YFR052W YMR089C YJR133W YIR011C YKL128C"
852,5,0.4000,4.000,12.00,0.1538,0.783076,"YLL033W YPR116W YLR091W YJL023C YDR065W"
853,5,0.4000,4.000,129.0,0.02797,0.974553,"YBR159W YKR106W YGL021W YNR070W YBL060W"
854,5,0.4000,4.000,215.0,0.01747,0.455490,"YJR059W YER010C YIL073C YHR153C YBR074W"
855,5,0.4000,4.000,51.00,0.06154,0.949260,"YEL004W YER039C YPL264C YOR297C YLR348C"
856,4,0.5000,3.000,25.00,0.08333,0.977932,"YGR017W YLR173W YLR072W YFL042C"
857,5,0.4000,4.000,77.00,0.04396,0.593027,"YJR022W YCR107W YLR143W YOL140W YGL117W"
858,5,0.4000,4.000,311.0,0.01231,0.256206,"YKL049C YDR316W-B YGR038C-B YDR261C-D YDR098C-B"
859,6,0.4667,7.000,46.00,0.1077,0.903485,"YPR007C YIL026C YMR076C YMR023C YCR095C YDR014W"
860,5,0.4000,4.000,103.0,0.03419,0.995266,"YER172C YMR017W YDL085C-A YAL031C YPL105C"
861,6,0.4000,6.000,91.00,0.05505,0.985832,"YDR297W YEL004W YER039C YPL264C YOL003C YGR125W"
862,4,0.5000,3.000,3.000,0.2143,0.128420,"YKL100C YLR143W YMR170C YMR169C"
863,5,0.4000,4.000,54.00,0.05882,0.995150,"YML031W YPL177C YLR457C YNL304W YPR021C"
864,6,0.4000,6.000,46.00,0.09375,0.990845,"YDR320C-A YFR042W YEL005C YDR357C YPR155C YGL079W"
865,5,0.4000,4.000,376.0,0.01026,0.779657,"YNR051C YCL064C YPR158W-B YOR182C YDR415C"
866,5,0.4000,4.000,311.0,0.01231,0.256206,"YKL049C YGR038C-B YJL225C YDR261C-D YDR098C-B"
867,5,0.4000,4.000,347.0,0.01108,0.256206,"YPL240C YDL244W YIL014W YLR087C YHR176W"
868,5,0.4000,4.000,215.0,0.01747,0.455490,"YJR059W YCR023C YIL073C YHR153C YBR074W"
869,7,0.4286,9.000,86.00,0.08257,0.893309,"YNL161W YOL036W YFL034C-B YLR131C YDR528W YIR016W YBL069W"
870,5,0.4000,4.000,24.00,0.1053,0.975308,"YML102W YLR108C YPL054W YBR117C YBL001C"
871,5,0.4000,4.000,69.00,0.04819,0.779657,"YER118C YHR143W YNL331C YDL073W YGR257C"
872,5,0.4000,4.000,311.0,0.01231,0.256206,"YKL049C YGR038C-B YML133C YDR261C-D YDR098C-B"
873,5,0.4000,4.000,51.00,0.06154,0.934310,"YBL038W YLR189C YPR100W YJL200C YGR093W"
874,5,0.4000,4.000,22.00,0.1111,0.912425,"YGL091C YBR141C YDR372C YIL003W YLR149C"
875,5,0.6000,6.000,13.00,0.2069,0.711266,"YLR376C YIL132C YHL006C YDR078C YLR046C"
876,6,0.4000,6.000,75.00,0.06452,0.956509,"YMR093W YFR044C YBR281C YDL176W YCL036W YNL191W"
877,6,0.4000,6.000,91.00,0.05505,0.995038,"YER131W YFR032C-A YLR435W YGL189C YLL027W YKL046C"
878,5,0.4000,4.000,53.00,0.05970,0.995266,"YMR233W YGL229C YLL022C YJR154W YJL102W"
879,5,0.4000,4.000,311.0,0.01231,0.256206,"YKL049C YGR038C-B YGR027W-B YDR261C-D YDR098C-B"
880,12,0.4091,27.00,222.0,0.09890,0.964006,"YOL027C YHL004W YPR125W YJL096W YKL155C YNR022C YGR076C YPR166C YKL170W YPR100W Q0140 YKL138C"
881,5,0.4000,4.000,84.00,0.04082,0.983883,"YHR059W YLR074C YBR237W YBL044W YNL038W"
882,5,0.4000,4.000,50.00,0.06250,0.993697,"YNL138W YIL113W YOR122C YHR070W YOR087W"
883,5,0.4000,4.000,70.00,0.04762,0.779657,"YKL130C YJL158C YKR013W YMR003W YJL079C"
884,5,0.4000,4.000,104.0,0.03390,0.977914,"YHR165C YIR004W YGR019W YDR213W YDL085C-A"
885,15,0.4095,43.00,346.0,0.1026,0.995018,"YML012W YNL130C YOR016C YGL200C YDL095W YAR002C-A YGL142C YGL002W YHR123W YDL018C YAL023C YAL007C YHR110W YPR201W YPL186C"
886,6,0.4000,6.000,74.00,0.06522,0.824042,"YMR149W YJR015W YHR050W YCR069W YLR110C YKL046C"
887,6,0.4000,6.000,79.00,0.06186,0.985832,"YMR246W YJL122W YPR017C YPL206C YLR397C YLR017W"
888,5,0.4000,4.000,77.00,0.04396,0.628372,"YIL061C YMR009W YLR260W YFR039C YLR213C"
889,5,0.4000,4.000,310.0,0.01235,0.129266,"YKL049C YDR089W YGR038C-B YDR261C-D YDR098C-B"
890,5,0.4000,4.000,310.0,0.01235,0.129266,"YKL049C YDR261C-C YGR038C-B YDR261C-D YDR098C-B"
891,4,0.5000,3.000,7.000,0.1667,0.747507,"YEL059C-A YHR078W YMR150C YMR035W"
892,6,0.4000,6.000,69.00,0.06897,0.975186,"YGL246C YOR048C YLL035W YDR289C YIL127C YKR063C"
893,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YLR070C YHR176W"
894,6,0.4667,7.000,124.0,0.04895,0.872640,"YLR448W YIL066C YHR024C YLR163C TI(UAU)L YHR120W"
895,5,0.4000,4.000,46.00,0.06667,0.943154,"YKR093W YOR153W YJR106W YJL078C YOR071C"
896,6,0.4000,6.000,125.0,0.04196,0.979017,"YKL172W YER126C YHR204W YGL029W YDL085W YBL028C"
897,5,0.4000,4.000,45.00,0.06780,0.983483,"YJL065C YNL230C YPL046C YER077C YLR136C"
898,9,0.4167,15.00,124.0,0.09554,0.981801,"YER068W YDR059C YPL037C YHR193C YBR082C YJR119C YDR529C YKL034W YDR221W"
899,6,0.4667,7.000,28.00,0.1489,0.400925,"YGR181W YJR135W-A YKL195W YLL018C-A YPR151C YKL084W"
900,5,0.4000,4.000,81.00,0.04211,0.880342,"YHR007C YKL201C YGR157W YML120C YKR050W"
901,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YHR176W YHR080C"
902,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YHR176W YDL247W"
903,16,0.4833,58.00,163.0,0.2292,0.626392,"YEL002C YJL002C YML019W YDL232W YER019C-A YLR378C YGL022W YDR086C YER087C-B YOR103C YOR085W YPR011C YNL318C YLR404W YDR126W YGL226C-A"
904,5,0.4000,4.000,43.00,0.07018,0.813626,"YGL070C YER039C YER180C YBL082C YBL059W"
905,5,0.4000,4.000,505.0,0.007707,0.129266,"YDR510W YMR189W YDR464W YKL096W YDR336W"
906,5,0.4000,4.000,505.0,0.007707,0.129266,"YDR510W YPL273W YDR464W YKL096W YDR336W"
907,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YHR176W YML066C"
908,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YHR176W YDR197W"
909,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YHR176W YOL052C-A"
910,5,0.4000,4.000,505.0,0.007707,0.129266,"YDR510W YDR464W YJR024C YKL096W YDR336W"
911,6,0.4000,6.000,66.00,0.07143,0.891777,"YOL013C YFR044C YBR281C YNL009W YKL024C YNL191W"
912,5,0.4000,4.000,505.0,0.007707,0.129266,"YDR510W YDR464W YPL224C YKL096W YDR336W"
913,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YHR176W YMR101C"
914,12,0.4242,28.00,271.0,0.08669,0.964006,"YFR027W YPR007C YGR103W YFL008W YJL074C YDL003W YIL026C YMR076C YDR180W YMR023C YDR014W YHR038W"
915,12,0.4091,27.00,71.00,0.2213,0.710354,"YOR275C YKR035W-A YPR173C YDR486C YLR181C YER128W YPL002C YMR077C YKL041W YLR025W YKL002W YER121W"
916,5,0.4000,4.000,48.00,0.06452,0.977914,"YLR079W YNL180C YLR210W YBR214W YLR361C"
917,5,0.4000,4.000,346.0,0.01111,0.129266,"YPL240C YDL244W YIL014W YHR176W YLL007C"
918,19,0.4269,73.00,130.0,0.3029,0.0579635,"YGL153W YDL065C YKL197C YDR244W YGR077C YNL214W YOL147C YOL044W YNL329C YDR265W YMR026C YGR133W YAL055W YJL210W YHR160C YMR204C YPL112C YDR329C YDL045C"
919,5,0.4000,4.000,104.0,0.03390,0.129266,"YBR109C YAR064W YLL051C YFL010W-A YBR213W"
920,5,0.4000,4.000,505.0,0.007707,0.129266,"YDR510W YDR464W YKL096W YDR336W YEL007W"
921,5,0.4000,4.000,42.00,0.07143,0.974174,"YPL192C YKR030W YER031C YMR065W YNL146W"
922,5,0.4000,4.000,70.00,0.04762,0.842848,"YOR355W YFL002C YER060W YHL046C YMR097C"
923,5,0.4000,4.000,310.0,0.01235,0.129266,"YKL049C YGR038C-B YGR161C-D YDR261C-D YDR098C-B"
924,5,0.4000,4.000,48.00,0.06452,0.842848,"YOR320C YDR378C YGL251C YLR053C YJL139C"
925,6,0.4000,6.000,64.00,0.07317,0.955080,"YBR274W YLR152C YMR270C YBL025W YNL234W YPL171C"
926,4,0.5000,3.000,15.00,0.1154,0.855930,"YMR055C YNL335W YGR153W YPL040C"
927,5,0.4000,4.000,73.00,0.04598,0.944754,"YOR210W YOR220W YDR527W YKR011C YGL166W"
928,5,0.4000,4.000,75.00,0.04494,0.239240,"YER021W YMR293C YKL100C YDR275W YEL057C"
929,5,0.4000,4.000,62.00,0.05263,0.934933,"YBR251W YNL242W YGR150C YGR170W YOR205C"
930,4,0.5000,3.000,12.00,0.1304,0.913983,"YPL170W YLR289W YKR058W YHR045W"
931,5,0.4000,4.000,54.00,0.05882,0.958167,"YDR420W YDR416W YBR139W YHR184W YKL098W"
932,5,0.4000,4.000,112.0,0.03175,0.882827,"YPR016C YGL036W YOR202W YOR289W YOR192C-C"
933,5,0.4000,4.000,31.00,0.08889,0.833944,"YNL130C YER039C YOR297C YNL336W YOR067C"
