Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
321,5,0.4090,4.090,8.330,0.1824,0.0712283,"YGR081C YMR308C YDR101C YJL122W YER107C"
322,2,0.9900,0.9900,0.6400,0.1758,0.110336,"YBR030W YLR244C"
323,2,0.7000,0.7000,0.5800,0.1326,0.110336,"YDR346C YPL111W"
324,3,0.6567,1.970,0.000,0.2472,0.0318013,"YBR268W YDL202W YNL185C"
325,2,0.9500,0.9500,0.3200,0.1803,0.110336,"YPL023C YGL125W"
326,4,0.4533,2.720,1.100,0.2301,0.0147005,"YCL017C YER048W-A YKL192C YIL098C"
327,3,0.9167,2.750,0.000,0.3143,0.0296732,"YCR020C-A YEL053C YPR051W"
328,2,0.9900,0.9900,1.140,0.1615,0.110336,"YOL070C YNL078W"
329,2,0.6400,0.6400,2.160,0.09412,0.658454,"YDL031W YHR154W"
330,2,0.9500,0.9500,0.3300,0.1799,0.110336,"YDL044C YLR139C"
331,4,0.4550,2.730,4.800,0.1758,0.442617,"YGL058W YDL074C YPL055C YOR365C"
332,6,0.4093,6.140,10.28,0.2160,0.148553,"YDL003W YFL008W YJL074C YDR180W YER147C YIL026C"
333,4,0.4317,2.590,21.64,0.08036,0.764757,"YPL226W YGL251C YLR249W YOR091W"
334,2,0.7500,0.7500,0.5900,0.1404,0.110336,"YCR032W YOL057W"
335,2,0.9900,0.9900,1.140,0.1615,0.110336,"YDL201W YDR165W"
336,4,0.4483,2.690,1.790,0.2155,0.0956335,"YPL174C YOR007C YBR137W YOL111C"
337,2,0.4000,0.4000,0.3000,0.08511,0.110336,"YDR141C YNL297C"
338,3,0.4233,1.270,0.000,0.1747,0.0318013,"YDR147W YHR087W YIL162W"
339,2,0.6500,0.6500,0.3400,0.1303,0.110336,"YDR213W YML111W"
340,3,0.7667,2.300,0.000,0.2771,0.0318013,"YDR279W YLR154C YNL072W"
341,5,0.4540,4.540,5.830,0.2229,0.0718360,"YOR115C YDR108W YDR246W YDR472W YDR407C"
342,2,0.7700,0.7700,0.6800,0.1413,0.110336,"YDR453C YML028W"
343,2,0.8800,0.8800,0.3600,0.1679,0.110336,"YDR533C YMR322C"
344,2,0.7400,0.7400,0.2900,0.1471,0.110336,"YEL016C YBR034C"
345,2,0.9900,0.9900,0.3600,0.1850,0.110336,"YER007C-A YJR014W"
346,4,0.4283,2.570,10.18,0.1239,0.332503,"YER177W YNR047W YER016W YBR235W"
347,3,0.4900,1.470,0.000,0.1968,0.0318013,"YGL044C YMR061W YOR250C"
348,2,0.9300,0.9300,1.060,0.1553,0.110336,"YGL094C YKL025C"
349,5,0.4640,4.640,19.29,0.1368,0.500000,"YGL245W YBL032W YGL105W YGR264C YMR280C"
350,2,0.7000,0.7000,0.2800,0.1406,0.110336,"YOR101W YNL098C"
351,3,0.6500,1.950,0.6400,0.2270,0.0382613,"YGR071C YPL128C YLR373C"
352,5,0.4540,4.540,15.75,0.1499,0.337587,"YGR103W YMR049C YGR067C YOR272W YLL008W"
353,2,0.4000,0.4000,0.6800,0.07874,0.658454,"YML059C YLR375W"
354,2,0.9700,0.9700,0.6500,0.1726,0.110336,"YGR170W YNL264C"
355,4,0.4017,2.410,3.520,0.1730,0.235243,"YER070W YJL026W YGR180C YPL191C"
356,8,0.4218,11.81,25.37,0.2221,0.247418,"YMR288W YDL043C YJL203W YML049C YMR240C YPL213W YOR148C YNL286W"
357,2,0.9900,0.9900,0.3600,0.1850,0.110336,"YHL029C YCR095C"
358,2,0.9900,0.9900,0.4800,0.1810,0.110336,"YHR024C YLR163C"
359,3,0.4800,1.440,0.000,0.1935,0.0318013,"YHR122W YDR267C YIL128W"
360,2,0.7700,0.7700,0.5900,0.1437,0.110336,"YHR156C YOR238W"
361,7,0.4062,8.530,24.28,0.1822,0.550892,"YBL071W-A YAL020C YDR385W YIL103W YKL191W YLR043C YER001W"
362,4,0.4867,2.920,2.710,0.2142,0.154712,"YCR105W YCR065W YJR102C YPL002C"
363,3,0.5867,1.760,0.000,0.2268,0.0318013,"YJL025W YBL014C YML043C"
364,11,0.4065,22.36,80.17,0.1796,0.784646,"YOR294W YDR060W YKR081C YMR229C YOR206W YNL061W YHR066W YKR024C YLR002C YMR128W YDL168W"
365,6,0.4293,6.440,10.74,0.2207,0.0867427,"YBR094W YEL015W YJL124C YNL118C YBL004W YOL149W"
366,4,0.4050,2.430,15.25,0.09463,0.153246,"YJR010C-A YBR291C YDL015C YLR066W"
367,4,0.4267,2.560,21.90,0.07887,0.764757,"YPL226W YLR249W YOR086C YOR091W"
