Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
225,6,0.6000,9.000,82.00,0.08738,0.981645,"YNR011C YIR005W YGL174W YLR016C YNL138W-A YPR094W"
226,6,0.6000,9.000,61.00,0.1098,0.929178,"YDR097C YMR190C YMR167W YLR234W YPL164C YPL024W"
227,6,1.000,15.00,42.00,0.2174,0.955088,"YDR498C YLR440C YGL098W YGL145W YNL258C YOR075W"
228,4,0.6667,4.000,67.00,0.05063,0.995757,"YHR205W YJR097W YKL048C YEL012W"
229,5,0.7000,7.000,54.00,0.09859,0.997012,"YGL058W YDL020C YMR100W YML101C YLR024C"
230,3,0.6667,2.000,10.00,0.1111,0.978443,"YCL021W-A YPR179C YFR025C"
231,5,0.6000,6.000,50.00,0.09091,0.964315,"YOR358W YKL109W YBL021C YGL240W YNL193W"
232,4,0.6667,4.000,32.00,0.09091,0.962952,"YAL047C YLR179C YJL114W YJL113W"
233,5,0.6000,6.000,79.00,0.06316,0.995695,"YNL216W YLR223C YPR104C YCL031C YDR223W"
234,10,0.6000,27.00,118.0,0.1636,0.998514,"YDL190C YBR170C YKL213C YBR201W YGR048W YKL020C YDR411C YDR049W YML013W YFL044C"
235,5,0.6000,6.000,76.00,0.06522,0.995695,"YCR073W-A YDR028C YLR028C YNR034W YBR228W"
236,4,0.6667,4.000,29.00,0.09756,0.916825,"YER179W YBR073W YHR079C-A YPL121C"
237,4,0.6667,4.000,53.00,0.06154,0.972743,"YOL108C YBL103C YIR023W YOL067C"
238,5,0.6000,6.000,64.00,0.07500,0.962987,"YDR013W YGL113W YJL090C YKL108W YHR144C"
239,4,0.6667,4.000,8.000,0.2000,0.228385,"YBR070C YGL047W YGR036C YBR243C"
240,10,0.6000,27.00,156.0,0.1330,0.998821,"YPR029C YNR006W YKL135C YHL019C YLR170C YJL207C YGL206C YJR125C YDR153C YHR108W"
241,6,0.6000,9.000,89.00,0.08182,0.992308,"YER016W YPL269W YLR045C YLR210W YCL029C YPL155C"
242,4,0.6667,4.000,27.00,0.1026,0.904367,"YMR099C YJL208C TR(UCU)Q1 YKR079C"
243,3,0.6667,2.000,26.00,0.05882,0.987691,"YJL059W YLR022C YNL163C"
244,5,0.6000,6.000,58.00,0.08108,0.997090,"YBR205W YHR181W YPL050C YHL031C YML115C"
245,15,0.6000,63.00,469.0,0.1121,0.999958,"YML016C YML012W YOR054C YMR149W YPR113W YMR272C YGR284C YHR007C YAR002C-A YIL027C YKL088W YHR039C YBR283C YKR072C YDR436W"
246,3,0.6667,2.000,29.00,0.05405,0.986587,"YBR239C YPL133C YDR313C"
247,5,0.7000,7.000,56.00,0.09589,0.964315,"YLL001W YKR036C YIL065C YBL029W YJL112W"
248,5,0.6000,6.000,52.00,0.08824,0.856333,"YKL004W YMR010W YNR028W YDR068W YLR020C"
249,4,0.6667,4.000,23.00,0.1143,0.972743,"YHR188C YDR434W YLR459W YLR088W"
250,8,0.6429,18.00,68.00,0.1765,0.770704,"YKL016C Q0085 YER154W Q0130 YDR298C YPL078C YML081C-A YDR377W"
251,3,0.6667,2.000,13.00,0.09524,0.978443,"YNL141W YBR280C YBR139W"
252,26,0.6000,195.0,512.0,0.2569,0.676626,"YCR021C YGR055W YPL058C YGR281W YLR332W YDR032C YDL222C YHR094C YER145C YGL077C YLR413W YML072C YDR501W YER020W YPR138C YHR001W YKL051W YKR003W YGL056C YHR096C YDR011W YIL121W YHL016C YOR273C YPL221W YGR138C"
253,4,0.6667,4.000,42.00,0.07407,0.972743,"YDR088C YLR433C YGR006W YGR263C"
254,4,0.8333,5.000,18.00,0.1613,0.907062,"YJL184W YKR038C YKR095W-A YML036W"
255,3,0.6667,2.000,10.00,0.1111,0.917920,"YBR148W YBR045C YGL057C"
256,13,0.6795,53.00,116.0,0.2718,0.741338,"YGL001C YMR202W YNL280C YML008C YHR190W YLL012W YLR056W YLR100W YMR015C YGR175C YGL012W YHR072W YER044C"
257,6,0.6000,9.000,81.00,0.08824,0.977900,"YOL112W YDR309C YER149C YLR319C YLL021W YGL015C"
258,9,0.6667,24.00,91.00,0.1805,0.998124,"YBR102C YDR166C YJL085W YPR114W YGL233W YER008C YIL068C YPR055W YNR049C"
259,4,0.6667,4.000,43.00,0.07273,0.990291,"YMR264W YOR045W YIL030C YMR022W"
260,5,0.6000,6.000,51.00,0.08955,0.997012,"YKL074C YLR116W YGR225W YNL210W YPL105C"
261,5,0.8000,8.000,54.00,0.1111,0.996934,"YBR114W YGR003W YJR052W YPL046C YKL112W"
262,5,0.6000,6.000,51.00,0.08955,0.953654,"YML057W YKL159C YLR433C YKL190W YMR211W"
263,7,0.6667,14.00,68.00,0.1458,0.963972,"YGR163W YDL123W YGL023C YBR077C YKR007W YML121W YCR015C"
264,4,0.6667,4.000,44.00,0.07143,0.993495,"YML088W YBR020W YDL227C YER143W"
265,3,0.6667,2.000,4.000,0.1667,0.681324,"Q0120 YLR382C TL(UAA)Q"
266,5,0.6000,6.000,32.00,0.1250,0.993404,"YCL017C YER048W-A YDL120W YGL018C YPL135W"
267,6,0.9333,14.00,70.00,0.1458,0.890928,"YOL117W YJR084W YDR179C YDL216C YMR025W YIL071C"
268,12,0.6212,41.00,146.0,0.1943,0.864508,"YJL151C YBR002C YBR177C YBR041W YLL012W YIL124W YDL052C YLR144C YKL140W YMR152W YHR072W YKL094W"
269,5,0.6000,6.000,63.00,0.07595,0.801928,"YIL091C YMR259C YLR409C snR17a snR17b"
270,4,0.6667,4.000,15.00,0.1481,0.907062,"YDR267C YNL240C YDR219C YHR122W"
271,6,0.6000,9.000,109.0,0.06923,0.998499,"YGL116W YJL013C YDL139C YAL040C YJL030W YOR026W"
272,3,0.6667,2.000,9.000,0.1176,0.917920,"YDL238C YHR047C YBR284W"
273,4,0.6667,4.000,26.00,0.1053,0.814074,"YLR221C YOR108W YNL104C YKL183W"
274,5,0.6000,6.000,46.00,0.09677,0.987071,"YPL084W YDR069C YCL008C YLR073C YGR206W"
275,5,0.7000,7.000,49.00,0.1061,0.997012,"YOL111C YOR007C YOR164C YBR137W YHR047C"
276,5,0.7000,7.000,62.00,0.08861,0.997166,"YLR043C YBL071W-A YER001W YKL191W YIL103W"
277,6,0.6000,9.000,48.00,0.1304,0.938579,"YGR132C YGR231C YMR089C YKL128C YBL022C YER017C"
278,10,0.6222,28.00,87.00,0.2074,0.979026,"YGR132C YJL183W YGR231C YDR245W YGL167C YMR089C YJR075W YPL050C YEL036C YML115C"
279,11,0.9636,53.00,58.00,0.3985,0.00318766,"YEL048C YKR068C YDR407C YOR115C YGR166W YDR246W YMR218C YDR472W YBR254C YDR108W YML077W"
280,6,0.6000,9.000,63.00,0.1071,0.937235,"YGR163W YBR077C YKR007W YML121W YKR039W YCR015C"
281,5,0.6000,6.000,51.00,0.08955,0.915368,"YOR066W YLR182W YER111C YKR077W YOL131W"
282,6,0.6000,9.000,44.00,0.1385,0.986955,"YER174C YGL071W YAL044W-A YGL220W YAL046C YDR098C"
283,4,0.6667,4.000,33.00,0.08889,0.990291,"YDR074W YMR261C YML100W YAR066W"
284,3,0.6667,2.000,11.00,0.1053,0.987691,"YGL125W YCL016C YPL023C"
285,3,0.6667,2.000,12.00,0.1000,0.917920,"YLR138W YHL010C YKR017C"
286,4,0.6667,4.000,15.00,0.1481,0.963867,"YBR179C YOR211C YGR101W YDR470C"
287,5,0.6000,6.000,49.00,0.09231,0.955157,"YLR237W YFL062W YGR295C YMR221C YOR079C"
288,5,0.6000,6.000,50.00,0.09091,0.992175,"YLR221C YOL144W YJR041C YNR038W YOR108W"
289,5,0.6000,6.000,59.00,0.08000,0.997090,"YKR094C YDL122W YLR167W YHR108W YJR099W"
290,3,0.6667,2.000,9.000,0.1176,0.812087,"YDR077W YOR330C YEL065W"
291,5,0.7000,7.000,60.00,0.09091,0.903470,"YOL090W YDR295C YNL021W YPR179C YKL134C"
292,3,0.6667,2.000,28.00,0.05556,0.986587,"YOL059W YFL017C YDR070C"
293,5,0.6000,6.000,64.00,0.07500,0.953154,"YOL108C YJR060W YKL017C YHL020C YDR123C"
294,5,0.6000,6.000,57.00,0.08219,0.997012,"YML067C YML130C YBR229C YAL042W YDR221W"
295,10,0.6000,27.00,198.0,0.1102,0.999823,"YKR014C YFL038C YNL044W YGL198W YGL210W YNL263C YNL304W YBR264C YER031C YER136W"
296,6,0.6000,9.000,93.00,0.07895,0.992847,"YNL127W YKL152C YKL060C YDR161W YDR050C YDL090C"
297,5,0.6000,6.000,45.00,0.09836,0.954656,"YMR190C YLR234W YHR164C YPL024W YHR122W"
298,3,0.6667,2.000,20.00,0.07143,0.987691,"YNL192W YHR048W YDR231C"
299,6,0.6000,9.000,56.00,0.1169,0.955365,"YGR261C YPL195W YLR093C YPL212C YBR288C YJL024C"
300,4,0.6667,4.000,47.00,0.06780,0.993216,"YGR268C YOR124C YKL192C YOR138C"
